uid,IPversion,protocol,dIPaddr,dport,allowed,
10031,4,6,150.109.206.154,80,true,
10031,4,6,150.109.206.154,80,true,
10031,4,6,47.246.22.216,80,true,
10031,4,6,47.246.22.216,80,true,
10031,4,6,47.246.22.216,80,true,
10031,4,17,172.217.2.202,443,true,
10031,4,6,163.181.50.229,80,true,
10031,4,6,163.181.50.229,80,true,
10031,4,6,163.181.50.229,80,true,
10031,4,6,163.181.50.229,80,true,
10031,4,6,163.181.50.229,80,true,
-1,4,1,8.8.8.8,0,true,
10031,4,6,163.181.50.229,80,true,
-1,4,1,8.8.8.8,0,true,
10031,4,6,203.192.9.13,80,true,
10031,4,6,203.192.9.13,80,true,
10061,4,6,31.13.67.35,443,true,

